"dms_orig","dms_dest","sctg2","dms_mode","thousand tons in 2019","million dollars in 2019","million ton-miles in 2019","thousand tons in 2024","million dollars in 2024","million ton-miles in 2024","thousand tons in 2030","thousand tons in 2030_low","thousand tons in 2030_high","million dollars in 2030","million dollars in 2030_low","million dollars in 2030_high","million ton-miles in 2030"
"540-West Virginia","219-Rest of KY","15-Coal","2-Rail","0.1305","0.0015","0.047","0.1032","0.0012","0.0372","0.0864","0.0834","0.0958","0.001","0.001","0.0011","0.0311"
"540-West Virginia","221-Baton Rouge LA","15-Coal","3-Water","22.0545","0.952","35.6154","17.4419","0.7529","28.1667","14.4031","13.9934","16.6427","0.6217","0.604","0.7184","23.2593"
"540-West Virginia","241-Baltimore MD","15-Coal","2-Rail","3.9824","5.4711","1.7092","3.1495","4.3269","1.3517","2.6955","2.6812","2.9194","3.7032","3.6836","4.0108","1.1569"
"540-West Virginia","242-Washington DC-VA-MD-WV (MD Part)","15-Coal","2-Rail","609.5021","90.0436","237.6901","482.0282","71.2115","187.9786","292.1945","290.8765","316.3634","43.1668","42.9721","46.7373","113.9483"
"540-West Virginia","261-Detroit MI","15-Coal","2-Rail","570.9207","56.2703","242.9186","451.5159","44.5017","192.1136","311.3286","306.8371","341.0623","30.6847","30.242","33.6153","132.4659"
"540-West Virginia","271-Minneapolis-St. Paul MN-WI (MN Part)","14-Metallic ores","1-Truck","0.2043","1.0012","0.2062","0.1958","0.9596","0.1976","0.091","0.0896","0.099","0.4459","0.4389","0.4849","0.0918"
"540-West Virginia","331-Boston MA-RI-NH-CT (NH Part)","15-Coal","2-Rail","0.0243","0.0001","0.0232","0.0192","0.0001","0.0183","0.0117","0.0116","0.0125","0.0001","0.0001","0.0001","0.0112"
"540-West Virginia","364-Rochester NY","15-Coal","2-Rail","0.0877","0.0006","0.0506","0.0694","0.0005","0.04","0.0334","0.0331","0.0364","0.0002","0.0002","0.0003","0.0193"
"540-West Virginia","371-Charlotte NC-SC (NC Part)","15-Coal","2-Rail","1407.6441","68.9792","721.4659","1113.2434","54.5526","570.5754","584.2001","579.8574","633.645","28.6277","28.4149","31.0507","299.4226"
"540-West Virginia","372-Greensboro--Winston-Salem--High Point NC","15-Coal","2-Rail","1152.2626","56.5468","488.1275","911.2735","44.7204","386.0384","517.5931","513.5974","561.4363","25.4007","25.2046","27.5523","219.2655"
"540-West Virginia","373-Raleigh-Durham NC","15-Coal","2-Rail","151.9318","4.7665","81.6681","120.1562","3.7696","64.5877","78.6909","78.3209","85.1843","2.4687","2.4571","2.6724","42.2988"
"540-West Virginia","379-Rest of NC","15-Coal","2-Rail","336.7176","18.5748","178.137","266.295","14.69","140.8807","119.1262","118.4084","129.1742","6.5715","6.5319","7.1258","63.0225"
"540-West Virginia","391-Cincinnati OH-KY-IN (OH Part)","15-Coal","1-Truck","0.162","0.0984","0.04","0.1281","0.0778","0.0316","0.0745","0.0737","0.0831","0.0452","0.0448","0.0505","0.0184"
"540-West Virginia","391-Cincinnati OH-KY-IN (OH Part)","15-Coal","2-Rail","640.2072","46.9354","215.2109","506.3116","37.1191","170.2008","294.3349","291.3411","328.3821","21.5785","21.359","24.0746","98.9431"
"540-West Virginia","391-Cincinnati OH-KY-IN (OH Part)","15-Coal","3-Water","9467.2999","419.8205","3396.1821","7487.2684","332.0175","2685.8901","4352.5859","4308.3136","4856.0703","193.0123","191.049","215.3389","1561.3929"
"540-West Virginia","392-Cleveland OH","15-Coal","2-Rail","1124.2559","61.8901","360.2036","889.1243","48.9461","284.8691","616.5581","610.7494","687.7905","33.9414","33.6216","37.8627","197.5408"
"540-West Virginia","399-Rest of OH","15-Coal","1-Truck","2.8785","0.0675","0.5003","2.2765","0.0534","0.3957","1.533","1.5193","1.711","0.036","0.0356","0.0401","0.2664"
"540-West Virginia","399-Rest of OH","15-Coal","2-Rail","3595.4973","314.3136","989.8486","2843.5197","248.5767","782.8275","1914.8429","1897.7278","2137.1747","167.393","165.8969","186.829","527.1606"
"540-West Virginia","399-Rest of OH","15-Coal","3-Water","14381.9866","587.4533","8918.6134","11374.0766","464.5908","7053.3365","7659.3696","7590.9092","8548.6967","312.8582","310.0618","349.1841","4749.758"
"540-West Virginia","422-Pittsburgh PA-OH-WV (PA Part)","14-Metallic ores","1-Truck","42.9549","8.377","8.7166","41.1699","8.0289","8.3544","26.3989","26.0892","29.3959","5.1483","5.0879","5.7327","5.357"
"540-West Virginia","422-Pittsburgh PA-OH-WV (PA Part)","15-Coal","2-Rail","8126.4654","368.9802","2707.0051","6426.8618","291.8101","2140.8505","3961.0942","3911.409","4437.1488","179.8525","177.5966","201.4677","1319.4792"
"540-West Virginia","422-Pittsburgh PA-OH-WV (PA Part)","15-Coal","3-Water","16610.468","616.3118","3962.9222","13136.4839","487.4137","3134.0998","8096.4639","7994.9074","9069.5178","300.4097","296.6416","336.5137","1931.6528"
"540-West Virginia","429-Rest of PA","15-Coal","2-Rail","1744.2909","64.2343","804.5751","1379.4824","50.8","636.3028","696.1948","687.3333","780.7678","25.6377","25.3113","28.7521","321.1282"
"540-West Virginia","479-Rest of TN","15-Coal","2-Rail","719.743","49.5295","410.3371","569.2129","39.1707","324.5174","442.019","436.2512","483.6305","30.4178","30.0209","33.2813","252.0021"
"540-West Virginia","486-Houston TX","15-Coal","2-Rail","387.5428","18.6394","529.8468","306.4904","14.7411","419.0324","249.4334","222.2855","280.719","11.9969","10.6911","13.5016","341.0243"
"540-West Virginia","511-Richmond VA","15-Coal","2-Rail","307.8045","13.1505","127.0002","243.4289","10.4002","100.4388","189.2188","187.2873","208.8135","8.0841","8.0016","8.9213","78.0717"
"540-West Virginia","512-Virginia Beach-Norfolk VA-NC (VA Part)","15-Coal","2-Rail","1166.5728","99.6811","577.5368","922.5908","78.8334","456.7483","596.2364","591.1758","657.33","50.9471","50.5147","56.1674","295.1796"
"540-West Virginia","519-Rest of VA","14-Metallic ores","1-Truck","7.7394","3.1727","1.6523","7.4178","3.0408","1.5837","3.4699","3.4374","3.8299","1.4225","1.4091","1.57","0.7408"
"540-West Virginia","519-Rest of VA","15-Coal","1-Truck","49.7836","1.9175","7.5997","39.3716","1.5164","6.0103","22.2111","21.9994","24.5243","0.8555","0.8473","0.9446","3.3906"
"540-West Virginia","519-Rest of VA","15-Coal","2-Rail","451.0468","20.1238","126.6374","356.713","15.915","100.1519","201.2363","199.3183","222.1937","8.9783","8.8927","9.9133","56.4998"
"540-West Virginia","540-West Virginia","14-Metallic ores","1-Truck","94.4241","27.069","11.4515","90.5003","25.9441","10.9756","71.2962","70.1506","80.7894","20.4388","20.1104","23.1602","8.6466"
"540-West Virginia","540-West Virginia","15-Coal","1-Truck","13890.9618","610.467","731.3715","10985.7468","482.7913","578.4094","7303.8618","7186.1691","8281.2392","320.9833","315.811","363.9361","384.5548"
"540-West Virginia","540-West Virginia","15-Coal","2-Rail","10837.5965","681.2034","1467.7656","8570.9754","538.7337","1160.7908","5698.4033","5606.5806","6460.9438","358.1765","352.4049","406.1064","771.7505"
"540-West Virginia","540-West Virginia","15-Coal","3-Water","14368.7382","684.2193","3185.6257","11363.5991","541.1188","2519.3704","7555.0762","7433.3355","8566.0702","359.7622","353.9651","407.9043","1675.0006"
"540-West Virginia","551-Milwaukee WI","15-Coal","2-Rail","866.4717","32.9952","617.4947","685.2541","26.0944","488.3492","545.9504","538.9302","593.7197","20.7897","20.5224","22.6088","389.0738"
"551-Milwaukee WI","019-Rest of AL","14-Metallic ores","1-Truck","2.1867","3.7694","1.8434","2.0959","3.6127","1.7668","1.7341","1.7201","1.8061","2.9892","2.965","3.1133","1.4618"
"551-Milwaukee WI","081-Denver CO","14-Metallic ores","1-Truck","1.8161","3.8166","1.9059","1.7406","3.658","1.8267","1.3976","1.2834","1.5307","2.937","2.6971","3.2168","1.4667"
"551-Milwaukee WI","123-Orlando FL","14-Metallic ores","1-Truck","0.5957","1.4292","0.7577","0.5709","1.3698","0.7262","0.4323","0.4257","0.4455","1.0372","1.0214","1.069","0.5499"
"551-Milwaukee WI","129-Rest of FL","14-Metallic ores","1-Truck","0.0476","0.7126","0.0591","0.0457","0.683","0.0566","0.0249","0.0245","0.0257","0.3725","0.3668","0.384","0.0309"
"551-Milwaukee WI","131-Atlanta GA","14-Metallic ores","1-Truck","18.0207","13.3729","15.4141","17.2719","12.8172","14.7735","9.0471","8.9566","9.5276","6.7137","6.6466","7.0703","7.7384"
"551-Milwaukee WI","171-Chicago IL-IN-WI (IL Part)","14-Metallic ores","1-Truck","5.4848","22.4451","0.6532","5.2569","21.5124","0.6261","5.7655","5.6724","6.0389","23.594","23.2131","24.7127","0.6866"
"551-Milwaukee WI","181-Chicago IL-IN-WI (IN Part)","14-Metallic ores","1-Truck","0.208","1.7494","0.0313","0.1993","1.6767","0.03","0.2104","0.2085","0.2155","1.7703","1.7544","1.8126","0.0316"
"551-Milwaukee WI","189-Rest of IN","14-Metallic ores","1-Truck","3.2481","0.8204","1.0749","3.1131","0.7863","1.0303","1.8664","1.8566","1.9446","0.4714","0.4689","0.4911","0.6176"
"551-Milwaukee WI","190-Iowa","14-Metallic ores","1-Truck","0.1169","3.4355","0.0359","0.112","3.2927","0.0345","0.1193","0.1181","0.1231","3.5053","3.4702","3.6192","0.0367"
"551-Milwaukee WI","212-Louisville KY-IN (KY Part)","14-Metallic ores","1-Truck","0.0012","0.1046","0.0005","0.0012","0.1003","0.0005","0.0006","0.0006","0.0007","0.056","0.0541","0.059","0.0003"
"551-Milwaukee WI","219-Rest of KY","14-Metallic ores","1-Truck","4.1157","5.0498","2.2832","3.9447","4.84","2.1883","3.2063","3.0973","3.3936","3.934","3.8002","4.1638","1.7787"
"551-Milwaukee WI","251-Boston MA-RI-NH-CT (MA Part)","14-Metallic ores","1-Truck","0.704","0.7836","0.7861","0.6748","0.7511","0.7535","0.5633","0.5577","0.5731","0.627","0.6207","0.6379","0.629"
"551-Milwaukee WI","261-Detroit MI","14-Metallic ores","1-Truck","2.6116","6.512","0.9912","2.5031","6.2414","0.95","3.0338","3.0004","3.1444","7.5647","7.4815","7.8407","1.1514"
"551-Milwaukee WI","262-Grand Rapids MI","14-Metallic ores","1-Truck","1.7678","3.1837","0.5131","1.6943","3.0514","0.4917","1.1803","1.1621","1.229","2.1257","2.0929","2.2133","0.3426"
"551-Milwaukee WI","269-Rest of MI","14-Metallic ores","1-Truck","12.5136","7.4403","3.9751","11.9936","7.1311","3.8099","16.5732","16.3224","17.3325","9.8541","9.705","10.3055","5.2646"
"551-Milwaukee WI","271-Minneapolis-St. Paul MN-WI (MN Part)","14-Metallic ores","1-Truck","1.7214","1.2437","0.5933","1.6499","1.1921","0.5687","1.444","1.4216","1.5006","1.0433","1.0271","1.0842","0.4977"
"551-Milwaukee WI","279-Rest of MN","14-Metallic ores","1-Truck","0.1643","6.3878","0.0681","0.1575","6.1223","0.0653","0.1993","0.1971","0.207","7.7481","7.6632","8.0455","0.0826"
"551-Milwaukee WI","280-Mississippi","14-Metallic ores","1-Truck","0.0154","0.1974","0.0124","0.0148","0.1892","0.0119","0.0083","0.008","0.0087","0.1058","0.1031","0.1114","0.0066"
"551-Milwaukee WI","299-Rest of MO","14-Metallic ores","1-Truck","1.3262","0.5291","0.676","1.2711","0.5071","0.6479","1.1774","1.1673","1.2308","0.4698","0.4658","0.4911","0.6001"
"551-Milwaukee WI","311-Omaha NE-IA (NE Part)","14-Metallic ores","1-Truck","0.0487","1.7208","0.0246","0.0467","1.6493","0.0236","0.0196","0.0196","0.0203","0.6938","0.6928","0.7169","0.0099"
"551-Milwaukee WI","319-Rest of NE","14-Metallic ores","1-Truck","0.0036","0.2743","0.0023","0.0034","0.2629","0.0022","0.0029","0.0028","0.0029","0.2178","0.2156","0.2245","0.0018"
"551-Milwaukee WI","331-Boston MA-RI-NH-CT (NH Part)","14-Metallic ores","1-Truck","0.0094","1.6159","0.0107","0.009","1.5488","0.0102","0.0049","0.0048","0.005","0.8402","0.8318","0.858","0.0055"
"551-Milwaukee WI","362-Buffalo NY  CFS Area","14-Metallic ores","1-Truck","0.4985","0.5424","0.3234","0.4778","0.5199","0.3099","0.2411","0.239","0.2491","0.2624","0.26","0.2711","0.1564"
"551-Milwaukee WI","371-Charlotte NC-SC (NC Part)","14-Metallic ores","1-Truck","0.0003","0.0014","0.0003","0.0003","0.0013","0.0003","0.0004","0.0004","0.0004","0.0016","0.0015","0.0016","0.0003"
"551-Milwaukee WI","373-Raleigh-Durham NC","14-Metallic ores","1-Truck","0.6564","4.2135","0.6144","0.6292","4.0384","0.5888","0.2669","0.2657","0.276","1.7131","1.7054","1.7713","0.2498"
"551-Milwaukee WI","379-Rest of NC","14-Metallic ores","1-Truck","0.0332","1.5271","0.0308","0.0318","1.4636","0.0295","0.0287","0.0285","0.0297","1.321","1.313","1.3671","0.0266"
"551-Milwaukee WI","380-North Dakota","14-Metallic ores","1-Truck","0.0995","0.5973","0.078","0.0954","0.5725","0.0748","0.0518","0.0513","0.0571","0.3107","0.3076","0.3428","0.0406"
"551-Milwaukee WI","391-Cincinnati OH-KY-IN (OH Part)","14-Metallic ores","1-Truck","0.0295","0.6789","0.0123","0.0282","0.6507","0.0118","0.0134","0.0132","0.0141","0.308","0.3051","0.325","0.0056"
"551-Milwaukee WI","392-Cleveland OH","14-Metallic ores","1-Truck","20.0316","9.7985","9.4691","19.1992","9.3913","9.0756","21.633","21.4465","22.8185","10.5817","10.4905","11.1617","10.2261"
"551-Milwaukee WI","399-Rest of OH","14-Metallic ores","1-Truck","1.8165","1.2588","0.7955","1.741","1.2065","0.7624","1.1039","1.0946","1.1714","0.765","0.7585","0.8118","0.4834"
"551-Milwaukee WI","401-Oklahoma City OK","14-Metallic ores","1-Truck","0.1704","5.8587","0.1513","0.1633","5.6152","0.145","0.0944","0.0918","0.1007","3.2447","3.1557","3.4634","0.0838"
"551-Milwaukee WI","402-Tulsa OK","14-Metallic ores","1-Truck","0.0274","0.0282","0.0214","0.0263","0.027","0.0205","0.0122","0.0118","0.013","0.0125","0.0122","0.0134","0.0095"
"551-Milwaukee WI","429-Rest of PA","14-Metallic ores","1-Truck","0.0027","0.0186","0.0021","0.0026","0.0178","0.002","0.0019","0.0019","0.002","0.0129","0.0128","0.0138","0.0014"
"551-Milwaukee WI","452-Greenville SC","14-Metallic ores","1-Truck","0.0022","0.0453","0.0019","0.0021","0.0434","0.0018","0.0014","0.0014","0.0015","0.0292","0.0292","0.0298","0.0012"
"551-Milwaukee WI","460-South Dakota","14-Metallic ores","1-Truck","1.9144","10.9851","1.2082","1.8349","10.5286","1.1579","1.6728","1.6724","1.7473","9.5987","9.5966","10.0262","1.0557"
"551-Milwaukee WI","484-Dallas-Fort Worth TX-OK (TX Part)","14-Metallic ores","1-Truck","4.1264","14.6303","4.3008","3.955","14.0223","4.1221","2.9341","2.6242","3.152","10.4027","9.3041","11.1756","3.058"
"551-Milwaukee WI","486-Houston TX","14-Metallic ores","1-Truck","0.4543","0.1808","0.5452","0.4354","0.1732","0.5225","0.2796","0.2523","0.2992","0.1112","0.1004","0.119","0.3355"
"551-Milwaukee WI","487-Laredo TX","14-Metallic ores","1-Truck","0.005","0.2199","0.0072","0.0048","0.2108","0.0069","0.004","0.0039","0.0042","0.1778","0.1713","0.1842","0.0058"
"551-Milwaukee WI","489-Rest of TX","14-Metallic ores","1-Truck","4.4627","5.0746","5.0843","4.2773","4.8637","4.8731","4.3619","3.8679","4.7205","4.9599","4.3982","5.3677","4.9694"
"551-Milwaukee WI","491-Salt Lake City UT","14-Metallic ores","1-Truck","0.0133","0.3141","0.0193","0.0127","0.301","0.0185","0.0089","0.0086","0.0096","0.2109","0.2049","0.2285","0.013"
"551-Milwaukee WI","513-Washington DC-VA-MD-WV (VA Part)","14-Metallic ores","1-Truck","0","0.0028","0","0","0.0027","0","0.0001","0.0001","0.0001","0.0029","0.0029","0.0031","0"
"551-Milwaukee WI","519-Rest of VA","14-Metallic ores","1-Truck","0.002","0.0398","0.0015","0.0019","0.0382","0.0015","0.0017","0.0017","0.0018","0.0336","0.0333","0.0355","0.0013"
"551-Milwaukee WI","551-Milwaukee WI","14-Metallic ores","1-Truck","10.8948","14.9066","0.3386","10.4421","14.2871","0.3246","7.7593","7.6709","8.0265","10.6164","10.4955","10.9821","0.2412"
"551-Milwaukee WI","559-Rest of WI","14-Metallic ores","1-Truck","6.4188","10.8405","0.9295","6.152","10.39","0.8909","4.2614","4.2158","4.4232","7.197","7.1199","7.4702","0.6171"
"559-Rest of WI","019-Rest of AL","14-Metallic ores","1-Truck","3.7066","9.3488","3.465","3.5526","8.9603","3.321","2.1086","2.0916","2.2036","5.3184","5.2754","5.558","1.9712"
"559-Rest of WI","041-Phoenix AZ","14-Metallic ores","1-Truck","0.0099","0.4595","0.0186","0.0095","0.4404","0.0178","0.0059","0.0058","0.0064","0.2756","0.2683","0.2955","0.0111"
"559-Rest of WI","061-Los Angeles CA","14-Metallic ores","1-Truck","5.3956","18.4177","10.9543","5.1714","17.6523","10.499","4.6212","4.5218","5.1113","15.7742","15.4351","17.4474","9.382"
"559-Rest of WI","064-San Francisco CA","14-Metallic ores","1-Truck","1.6226","9.8946","3.4657","1.5552","9.4835","3.3217","1.1727","1.1518","1.3075","7.1512","7.0235","7.9733","2.5048"
"559-Rest of WI","129-Rest of FL","14-Metallic ores","1-Truck","0.0833","9.3828","0.111","0.0798","8.9929","0.1064","0.0312","0.0307","0.0323","3.5186","3.4645","3.6396","0.0416"
"559-Rest of WI","131-Atlanta GA","14-Metallic ores","1-Truck","1.1311","0.0377","1.075","1.0841","0.0361","1.0303","0.4074","0.4033","0.4305","0.0136","0.0134","0.0144","0.3872"
"559-Rest of WI","181-Chicago IL-IN-WI (IN Part)","15-Coal","1-Truck","4.9477","1.9625","1.2495","3.5875","1.423","0.906","2.3105","2.2976","2.4189","0.9165","0.9114","0.9595","0.5835"
"559-Rest of WI","190-Iowa","14-Metallic ores","1-Truck","14.3112","13.1352","4.3321","13.7165","12.5894","4.1521","10.475","10.3702","10.8522","9.6142","9.5181","9.9604","3.1709"
"559-Rest of WI","242-Washington DC-VA-MD-WV (MD Part)","14-Metallic ores","1-Truck","0","0.0071","0","0","0.0068","0","0","0","0","0.0023","0.0023","0.0024","0"
"559-Rest of WI","251-Boston MA-RI-NH-CT (MA Part)","14-Metallic ores","1-Truck","0.1106","0.0537","0.1365","0.106","0.0515","0.1309","0.0635","0.0628","0.0648","0.0308","0.0305","0.0315","0.0784"
"559-Rest of WI","269-Rest of MI","14-Metallic ores","1-Truck","408.0032","59.4937","158.0669","391.0484","57.0214","151.4983","387.6411","381.7767","406.7763","56.5246","55.6694","59.3148","150.1782"
"559-Rest of WI","299-Rest of MO","14-Metallic ores","1-Truck","0.0186","1.0514","0.0102","0.0178","1.0077","0.0098","0.0118","0.0117","0.0124","0.6696","0.6639","0.7024","0.0065"
"559-Rest of WI","341-New York NY-NJ-CT-PA (NJ Part)","14-Metallic ores","1-Truck","0.0009","0.0603","0.0009","0.0008","0.0578","0.0009","0.0004","0.0004","0.0005","0.0305","0.0304","0.0317","0.0005"
"559-Rest of WI","363-New York NY-NJ-CT-PA (NY Part)","14-Metallic ores","1-Truck","2.0059","3.2465","2.1534","1.9226","3.1116","2.0639","0.8646","0.8564","0.8974","1.3994","1.3861","1.4524","0.9282"
"559-Rest of WI","369-Rest of NY","14-Metallic ores","1-Truck","0.385","13.9977","0.3631","0.369","13.416","0.348","0.1893","0.1875","0.1968","6.882","6.815","7.1541","0.1785"
"559-Rest of WI","399-Rest of OH","14-Metallic ores","1-Truck","2.6443","18.9688","1.4977","2.5344","18.1806","1.4355","1.1528","1.143","1.2274","8.2694","8.1996","8.8051","0.6529"
"559-Rest of WI","486-Houston TX","14-Metallic ores","1-Truck","0.3515","0.0121","0.4417","0.3369","0.0116","0.4234","0.1552","0.14","0.1666","0.0053","0.0048","0.0057","0.195"
"559-Rest of WI","489-Rest of TX","14-Metallic ores","1-Truck","2.741","17.141","3.2184","2.6271","16.4287","3.0847","1.9219","1.7042","2.087","12.0184","10.6574","13.0508","2.2566"
"559-Rest of WI","513-Washington DC-VA-MD-WV (VA Part)","14-Metallic ores","1-Truck","0.0439","8.2333","0.0444","0.042","7.8911","0.0426","0.0329","0.0327","0.0348","6.1831","6.1372","6.5278","0.0334"
"559-Rest of WI","539-Rest of WA","14-Metallic ores","1-Truck","0.3841","12.4056","0.6539","0.3681","11.89","0.6268","0.1525","0.148","0.157","4.9267","4.7812","5.0693","0.2597"
"559-Rest of WI","559-Rest of WI","14-Metallic ores","1-Truck","0.1018","0.0031","0.0144","0.0976","0.003","0.0138","0.0485","0.048","0.0505","0.0015","0.0015","0.0015","0.0069"
"559-Rest of WI","559-Rest of WI","15-Coal","1-Truck","209.1845","13.0806","18.035","151.6748","9.4844","13.0768","117.9727","116.6643","122.9665","7.377","7.2952","7.6893","10.1711"
"559-Rest of WI","559-Rest of WI","15-Coal","2-Rail","0.0018","0.0013","0.0003","0.0013","0.0009","0.0002","0.001","0.001","0.001","0.0007","0.0007","0.0007","0.0002"
"559-Rest of WI","559-Rest of WI","15-Coal","3-Water","1.1875","0.007","0.583","0.8611","0.005","0.4227","0.6697","0.6623","0.6981","0.0039","0.0039","0.0041","0.3288"
"560-Wyoming","011-Birmingham AL","15-Coal","2-Rail","4442.46","50.9366","7071.5035","3142.1565","36.0275","5001.6816","2006.2458","1989.443","2379.9453","23.0033","22.8106","27.2881","3193.5401"
"560-Wyoming","019-Rest of AL","15-Coal","2-Rail","906.7321","12.4543","1485.652","641.3326","8.8089","1050.8032","482.2153","478.23","571.7169","6.6234","6.5687","7.8527","790.0946"
